Education,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Seniority_Days,TotalSpend,TotalChildren,Is_Couple,CmpAccepted_Total,WebRatio,AvgSpendPerPurchase,Education_Enc
2n Cycle,26887.0,0,1,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,0,65,504,30,1,1,0,0.2,6.0,1
PhD,50150.0,0,0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,41,374,410,0,1,0,0.3333333333333333,27.333333333333332,4
Graduation,62061.0,0,1,12,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,0,48,302,800,1,1,1,0.45454545454545453,36.36363636363637,2
PhD,85696.0,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,62,422,1313,0,0,0,0.2,65.65,4
PhD,76542.0,0,0,91,794,73,573,0,29,14,1,4,8,10,2,0,0,0,0,0,0,0,68,456,1483,0,1,0,0.17391304347826086,64.47826086956522,4
Graduation,70515.0,0,0,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,0,1,31,251,1258,0,0,0,0.35294117647058826,74.0,2
Graduation,18227.0,1,0,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,0,37,598,28,1,1,0,0.0,7.0,2
Graduation,69139.0,0,1,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,59,153,227,1,1,0,0.36363636363636365,20.636363636363637,2
Graduation,69109.0,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,42,597,1555,0,1,1,0.3,77.75,2
Graduation,69627.0,0,1,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,0,62,469,861,1,0,0,0.36363636363636365,39.13636363636363,2
Graduation,38136.0,1,0,69,8,15,27,0,20,33,2,3,1,2,8,1,0,0,0,0,0,0,46,433,103,1,1,1,0.42857142857142855,14.714285714285714,2
PhD,62159.0,0,0,68,182,17,259,77,70,29,1,6,2,10,4,0,0,0,0,0,0,0,78,62,634,0,0,0,0.3157894736842105,33.36842105263158,4
Graduation,80695.0,0,0,85,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0,0,61,182,1918,0,0,0,0.2631578947368421,100.94736842105263,2
Master,33316.0,1,1,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,53,268,131,2,0,0,0.25,16.375,3
Graduation,58554.0,1,1,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0,56,641,586,2,1,0,0.47058823529411764,34.470588235294116,2
Basic,17256.0,1,0,10,6,4,14,8,8,22,2,2,1,2,8,1,0,0,0,0,0,0,32,218,62,1,1,1,0.3333333333333333,10.333333333333334,0
Graduation,53034.0,1,1,30,160,15,196,15,11,50,8,6,1,7,8,0,0,0,0,0,0,0,50,395,447,2,0,0,0.4,29.8,2
2n Cycle,52203.0,0,0,36,488,21,238,56,108,28,1,8,7,11,6,0,0,0,0,0,0,0,74,698,939,0,1,0,0.2962962962962963,34.77777777777778,1
2n Cycle,59601.0,0,1,14,691,7,69,0,7,23,4,2,2,7,8,0,1,0,0,0,0,0,47,339,797,1,0,1,0.16666666666666666,66.41666666666667,1
Master,75154.0,0,1,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,0,0,1,66,663,1143,1,0,0,0.375,71.4375,3
Graduation,47025.0,0,1,52,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,0,48,234,415,1,0,0,0.4,27.666666666666668,2
Graduation,37971.0,1,0,97,5,4,10,2,2,7,1,1,0,3,8,0,0,0,0,0,0,0,51,216,30,1,1,0,0.2,6.0,2
Master,41335.0,1,0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,56,185,187,1,0,0,0.4,18.7,3
Graduation,67267.0,0,1,0,134,11,59,15,2,30,1,3,2,5,2,0,0,0,0,0,0,0,66,47,251,1,1,0,0.2727272727272727,22.818181818181817,2
Graduation,57338.0,0,1,96,143,6,52,11,8,17,2,4,1,5,5,0,0,0,0,0,0,0,49,61,237,1,0,0,0.36363636363636365,21.545454545454547,2
2n Cycle,50523.0,1,1,89,51,4,24,4,7,1,2,2,0,4,6,0,0,0,0,0,0,0,64,186,91,2,1,0,0.2857142857142857,13.0,1
Master,35791.0,2,1,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,59,419,35,3,0,0,0.2,7.0,3
PhD,50611.0,0,1,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,0,64,633,493,1,0,1,0.23529411764705882,29.0,4
PhD,56242.0,0,1,72,689,8,167,11,8,88,5,8,4,11,6,0,0,0,0,0,0,0,55,483,971,1,1,0,0.3333333333333333,40.458333333333336,4
Graduation,48904.0,0,1,1,283,10,38,0,13,27,4,7,2,4,8,0,0,0,0,0,0,0,64,574,371,1,0,0,0.5,26.5,2
Graduation,56243.0,1,2,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,0,49,181,396,3,0,0,0.26666666666666666,26.4,2
Graduation,21355.0,1,0,5,5,13,14,0,5,31,2,2,1,2,6,1,0,0,0,0,0,1,39,313,68,1,1,1,0.3333333333333333,11.333333333333334,2
Master,57420.0,0,1,22,280,0,18,0,0,24,3,5,1,6,7,0,1,0,0,0,0,0,53,369,322,1,1,1,0.38461538461538464,24.76923076923077,3
Master,46390.0,0,1,56,95,14,64,2,9,38,1,4,2,3,7,0,0,0,0,0,0,0,69,55,222,1,0,0,0.4,22.2,3
2n Cycle,54342.0,1,1,74,84,10,34,11,10,28,4,3,1,4,6,0,0,0,0,0,0,0,68,361,177,2,1,0,0.3333333333333333,19.666666666666668,1
Graduation,20895.0,1,0,24,18,3,17,3,0,4,1,2,0,3,9,0,0,0,0,0,0,0,51,631,45,1,1,0,0.3333333333333333,7.5,2
Graduation,92344.0,0,0,9,992,24,694,51,19,119,0,5,10,5,1,1,0,1,0,0,0,0,76,165,1899,0,1,2,0.23809523809523808,90.42857142857143,2
2n Cycle,26907.0,1,1,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,48,313,22,2,1,0,0.2,4.4,1
Graduation,44964.0,1,1,35,19,1,17,2,0,2,1,1,0,3,8,0,0,0,0,0,0,0,44,560,41,2,1,0,0.2,8.2,2
Graduation,75507.0,0,0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,45,58,1440,0,1,0,0.38095238095238093,68.57142857142857,2
Master,53761.0,1,1,7,158,0,76,13,7,71,6,4,4,3,5,0,0,0,0,0,0,0,52,261,325,2,1,0,0.3333333333333333,27.083333333333332,3
Graduation,22682.0,1,0,51,10,14,29,4,2,36,3,2,1,4,4,0,0,0,0,0,0,0,51,269,95,1,1,0,0.25,11.875,2
PhD,38887.0,1,0,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,52,119,42,1,1,0,0.2,8.4,4
2n Cycle,41658.0,1,1,30,8,4,12,15,4,29,2,1,1,2,4,0,0,0,0,0,0,0,49,597,72,2,0,0,0.2,14.4,1
PhD,29791.0,1,0,21,14,0,6,0,0,0,2,2,0,3,5,0,0,0,0,0,0,0,52,45,20,1,1,0,0.3333333333333333,3.3333333333333335,4
Master,63915.0,0,2,2,622,7,115,30,0,15,2,6,3,12,5,0,0,0,0,0,0,0,68,334,789,2,1,0,0.2727272727272727,35.86363636363637,3
Graduation,39996.0,1,1,85,11,0,3,0,0,1,1,1,0,2,6,0,0,0,0,0,0,0,50,38,15,2,0,0,0.25,3.75,2
Graduation,26759.0,1,0,65,25,3,16,8,5,2,2,2,1,3,6,0,0,0,0,0,0,0,52,142,59,1,0,0,0.2857142857142857,8.428571428571429,2
Master,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,56,434,908,1,0,0,0.4090909090909091,41.27272727272727,3
PhD,51039.0,1,1,11,100,64,79,65,0,109,2,6,2,4,7,0,0,0,0,0,0,0,55,566,417,2,1,0,0.46153846153846156,32.07692307692308,4
Graduation,60544.0,1,1,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0,0,63,673,289,2,1,0,0.4166666666666667,24.083333333333332,2
Graduation,65685.0,0,1,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,52,92,769,1,1,0,0.42857142857142855,36.61904761904762,2
Graduation,37716.0,0,1,4,97,1,41,6,2,41,2,4,1,3,7,0,0,0,0,0,0,0,71,69,188,1,1,0,0.4444444444444444,20.88888888888889,2
Graduation,36864.0,0,1,53,204,5,39,17,0,89,3,5,2,4,8,0,0,0,0,0,0,1,67,685,354,1,0,0,0.4166666666666667,29.5,2
Master,44511.0,1,0,39,513,7,133,46,14,14,6,8,4,8,8,0,0,0,0,0,0,0,54,625,727,1,1,0,0.38095238095238093,34.61904761904762,3
PhD,36947.0,1,1,49,88,3,21,4,1,29,4,3,0,4,9,0,0,0,0,0,0,0,57,691,146,2,1,0,0.375,18.25,4
Master,47352.0,0,1,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,73,444,319,1,1,0,0.46153846153846156,24.53846153846154,3
Master,67087.0,0,1,40,329,35,222,130,35,43,2,7,5,8,4,0,0,0,0,0,0,0,71,194,794,1,1,0,0.3333333333333333,37.80952380952381,3
Graduation,57045.0,0,1,40,296,13,104,11,13,17,3,4,2,9,3,0,0,0,0,0,0,0,74,659,454,1,1,0,0.25,28.375,2
PhD,36957.0,1,1,43,100,2,16,2,1,31,4,3,2,2,9,0,0,0,0,0,0,1,71,661,152,2,0,0,0.375,19.0,4
PhD,69389.0,0,1,17,422,7,238,69,46,15,1,7,2,12,4,0,0,0,0,0,0,0,47,639,797,1,1,0,0.3181818181818182,36.22727272727273,4
Graduation,80134.0,1,0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,52,405,1690,1,1,3,0.3333333333333333,112.66666666666667,2
Master,43142.0,1,1,84,5,1,7,2,1,4,1,1,0,2,7,0,0,0,0,0,0,0,55,131,20,2,1,0,0.25,5.0,3
Graduation,80589.0,0,0,25,507,93,520,242,40,26,1,5,10,5,1,0,0,0,1,0,0,1,80,158,1428,0,1,1,0.23809523809523808,68.0,2
Graduation,34412.0,1,0,62,52,12,50,4,36,55,3,5,0,3,9,0,0,0,0,0,0,0,34,501,209,1,0,0,0.5555555555555556,23.22222222222222,2
Graduation,57537.0,1,0,83,191,56,139,51,8,100,4,4,3,8,4,0,0,0,0,0,0,0,45,384,545,1,0,0,0.25,34.0625,2
Basic,22634.0,0,0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,58,529,96,0,1,0,0.3333333333333333,16.0,0
Graduation,51315.0,0,0,45,68,28,39,16,30,41,1,2,2,5,2,0,0,0,0,0,0,0,76,126,222,0,1,0,0.2,22.2,2
Graduation,36026.0,2,1,34,20,4,10,6,4,17,2,2,0,3,6,0,0,0,0,0,0,0,52,105,61,3,1,0,0.3333333333333333,10.166666666666666,2
Graduation,24639.0,1,1,3,20,3,16,0,4,1,3,2,0,4,6,0,0,0,0,0,0,0,51,152,44,2,1,0,0.2857142857142857,6.285714285714286,2
PhD,34578.0,2,1,1,7,0,1,0,0,0,1,1,0,2,6,0,0,0,0,0,0,0,52,79,8,3,1,0,0.25,2.0,4
2n Cycle,65704.0,0,0,18,279,172,74,38,8,246,1,2,10,10,1,0,0,0,0,0,0,0,52,259,817,0,0,0,0.08695652173913043,35.52173913043478,1
Graduation,63810.0,0,1,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0,58,595,1371,1,0,1,0.2,68.55,2
PhD,54132.0,0,1,81,30,1,8,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,55,133,42,1,1,0,0.2,8.4,4
Graduation,18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,65,548,60,0,1,0,0.2,12.0,2
Graduation,28164.0,1,0,23,3,18,26,11,8,12,3,2,0,4,7,0,0,0,0,0,0,0,54,421,78,1,1,0,0.2857142857142857,11.142857142857142,2
PhD,34596.0,1,0,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0,50,442,23,1,1,0,0.25,5.75,4
PhD,43269.0,1,0,61,10,1,7,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,52,286,19,1,1,0,0.25,4.75,4
2n Cycle,38741.0,1,1,60,7,10,17,8,6,13,2,2,0,3,7,0,0,0,0,0,0,0,66,91,61,2,0,0,0.3333333333333333,10.166666666666666,1
Graduation,31907.0,0,0,75,33,87,64,175,16,74,1,6,1,6,7,0,0,0,0,0,0,0,52,482,449,0,0,0,0.42857142857142855,32.07142857142857,2
Master,27100.0,1,0,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,0,41,450,37,1,1,0,0.2,7.4,3
2n Cycle,31163.0,1,0,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0,51,136,38,1,0,0,0.2,7.6,1
Graduation,92533.0,0,0,84,693,21,118,110,147,42,1,6,5,11,2,0,0,1,1,0,0,0,39,192,1131,0,1,2,0.2608695652173913,49.17391304347826,2
Graduation,34853.0,1,1,75,9,3,15,2,3,2,2,2,0,3,6,0,0,0,0,0,0,0,51,188,34,2,0,0,0.3333333333333333,5.666666666666667,2
Graduation,70844.0,1,1,16,129,26,67,3,67,2,5,6,1,5,7,0,0,0,0,0,0,0,57,242,294,2,0,0,0.46153846153846156,22.615384615384617,2
2n Cycle,31086.0,1,1,79,16,2,11,3,0,16,2,1,1,2,8,1,0,0,0,0,0,0,45,421,48,2,1,1,0.2,9.6,1
Graduation,60544.0,1,1,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0,0,63,673,289,2,1,0,0.4166666666666667,24.083333333333332,2
2n Cycle,20491.0,0,0,16,5,4,5,4,2,10,1,0,1,2,7,0,0,0,0,0,0,0,38,520,30,0,1,0,0.0,7.5,1
Graduation,42523.0,0,0,96,14,36,11,3,26,35,1,1,1,4,2,0,0,0,0,0,0,0,60,67,125,0,1,0,0.14285714285714285,17.857142857142858,2
Graduation,39922.0,1,0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,41,500,156,1,1,0,0.375,19.5,2
Graduation,33402.0,1,1,60,26,2,19,10,5,8,3,2,1,3,8,0,0,0,0,0,0,0,72,346,70,2,1,0,0.2857142857142857,10.0,2
Master,36408.0,1,1,11,9,1,4,3,2,3,1,1,0,2,6,0,0,0,0,0,0,0,75,281,22,2,1,0,0.25,5.5,3
Graduation,21645.0,1,0,75,14,0,23,4,5,19,3,3,0,3,9,0,0,0,0,0,0,1,45,664,65,1,1,0,0.42857142857142855,9.285714285714286,2
Master,78427.0,0,0,36,972,19,595,180,26,138,3,3,7,10,3,0,0,0,1,0,0,1,76,613,1930,0,0,1,0.14285714285714285,91.9047619047619,3
Graduation,82657.0,0,0,71,966,168,672,246,105,126,1,7,5,10,4,0,1,0,1,0,0,0,78,275,2283,0,1,2,0.30434782608695654,99.26086956521739,2
Graduation,51876.0,0,0,88,99,27,102,28,48,6,1,2,2,8,1,0,0,0,0,0,0,0,66,257,310,0,1,0,0.15384615384615385,23.846153846153847,2
2n Cycle,78041.0,0,0,93,482,35,553,72,160,17,1,4,4,9,2,0,0,0,0,0,0,0,53,560,1319,0,1,0,0.2222222222222222,73.27777777777777,1
Graduation,52852.0,0,1,93,714,8,99,11,0,47,4,10,7,5,8,1,0,0,0,0,0,0,67,575,879,1,1,1,0.43478260869565216,38.21739130434783,2
PhD,70038.0,0,0,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0,42,247,1244,0,1,0,0.23529411764705882,73.17647058823529,4
2n Cycle,69401.0,0,1,41,399,27,159,58,8,39,4,4,4,5,2,0,0,0,0,0,0,0,51,98,690,1,1,0,0.2857142857142857,49.285714285714285,1
Graduation,46053.0,1,0,46,56,10,92,19,7,25,3,3,2,4,5,0,0,0,0,0,0,0,52,497,209,1,1,0,0.3,20.9,2
Graduation,77343.0,0,0,28,227,151,573,98,54,31,1,3,4,9,1,0,0,0,0,0,0,0,59,20,1134,0,1,0,0.17647058823529413,66.70588235294117,2
Graduation,73892.0,0,0,40,703,102,601,0,58,43,1,3,11,8,1,0,0,0,0,0,0,1,71,228,1507,0,0,0,0.13043478260869565,65.52173913043478,2
PhD,40304.0,1,0,82,37,0,17,0,0,3,1,2,0,3,7,0,0,0,0,0,0,0,57,272,57,1,0,0,0.3333333333333333,9.5,4
PhD,32727.0,0,0,38,167,13,180,86,13,70,2,7,3,5,8,0,0,0,0,0,0,0,59,670,529,0,1,0,0.4375,33.0625,4
Graduation,68695.0,0,0,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,0,55,4,1091,0,1,0,0.25,68.1875,2
Graduation,43300.0,0,1,87,91,3,52,2,1,31,3,4,0,4,8,0,0,0,0,0,0,1,53,624,180,1,0,0,0.4444444444444444,20.0,2
Graduation,26290.0,1,1,49,15,8,16,11,5,22,4,2,0,4,6,0,0,0,0,0,0,0,52,533,77,2,1,0,0.2857142857142857,11.0,2
Graduation,93790.0,0,0,16,1302,68,731,89,114,45,0,6,7,12,2,0,1,1,1,0,0,1,54,137,2349,0,0,3,0.23076923076923078,90.34615384615384,2
PhD,38410.0,0,0,65,153,64,123,116,64,14,2,5,2,9,6,0,0,0,0,0,0,1,50,653,534,0,1,0,0.29411764705882354,31.41176470588235,4
Master,64866.0,0,1,9,508,5,21,7,5,10,4,7,3,7,5,0,1,0,0,0,0,0,74,154,556,1,0,1,0.3888888888888889,30.88888888888889,3
Graduation,57957.0,0,1,24,290,59,177,77,5,29,7,4,6,8,3,0,0,0,0,0,1,0,65,314,637,1,1,0,0.21052631578947367,33.526315789473685,2
PhD,46015.0,1,1,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0,69,77,46,2,1,2,0.2,9.2,4
Graduation,16531.0,1,0,43,2,13,6,7,5,11,3,3,0,3,7,0,0,0,0,0,0,0,46,11,44,1,1,0,0.42857142857142855,6.285714285714286,2
Master,28072.0,1,0,10,30,0,10,2,0,5,1,1,0,3,7,0,0,0,0,0,0,0,38,356,47,1,1,0,0.2,9.4,3
Master,49476.0,0,1,29,386,23,95,54,41,196,4,2,11,5,2,0,0,0,0,0,0,0,61,374,795,1,0,0,0.10526315789473684,41.8421052631579,3
Graduation,50725.0,0,1,45,443,10,75,0,10,48,4,8,1,8,8,0,0,0,0,0,0,0,71,501,586,1,1,0,0.4444444444444444,32.55555555555556,2
Graduation,83844.0,0,0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,72,413,1574,0,1,1,0.2,78.7,2
PhD,41145.0,1,1,20,9,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,74,141,13,2,1,0,0.0,3.25,4
Graduation,67419.0,0,1,29,846,84,352,91,56,42,4,9,4,8,5,0,0,0,0,0,0,0,54,529,1471,1,1,0,0.4090909090909091,66.86363636363636,2
2n Cycle,23162.0,1,1,82,8,3,9,19,4,22,3,1,1,3,6,0,0,0,0,0,0,0,54,190,65,2,1,0,0.16666666666666666,10.833333333333334,1
Graduation,34380.0,1,0,68,72,7,58,13,1,24,4,4,1,3,8,0,0,0,0,0,0,0,47,423,175,1,1,0,0.4444444444444444,19.444444444444443,2
Graduation,34704.0,0,1,65,29,0,5,0,1,5,1,1,0,3,5,0,0,0,0,0,0,0,58,428,40,1,0,0,0.2,8.0,2
PhD,94871.0,0,2,99,169,24,553,188,0,144,1,8,5,4,7,0,1,1,0,0,0,1,55,666,1078,2,1,2,0.4444444444444444,59.888888888888886,4
Graduation,65148.0,0,1,9,460,35,422,33,12,153,2,6,6,7,4,0,0,0,0,0,0,0,66,590,1115,1,1,0,0.3,55.75,2
Graduation,39898.0,0,1,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0,70,502,134,1,1,0,0.375,16.75,2
Master,64857.0,0,0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,68,583,1540,0,0,0,0.30434782608695654,66.95652173913044,3
PhD,59892.0,0,1,26,73,0,13,0,1,0,1,2,1,3,3,0,0,0,0,0,0,0,54,239,87,1,1,0,0.2857142857142857,12.428571428571429,4
Master,41020.0,0,0,68,112,1,54,7,7,36,1,3,2,4,3,0,0,0,0,0,0,0,37,244,217,0,0,0,0.3,21.7,3
PhD,57072.0,0,1,79,944,0,60,0,0,30,2,7,5,13,5,1,0,0,0,0,0,0,63,156,1034,1,1,1,0.2692307692307692,39.76923076923077,4
Graduation,60474.0,0,1,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,45,454,1180,1,0,0,0.4,47.2,2
Graduation,62807.0,0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,64,667,819,1,1,0,0.23809523809523808,39.0,2
2n Cycle,19414.0,1,0,32,2,3,12,3,5,7,1,1,0,3,8,0,0,0,0,0,0,0,43,256,32,1,1,0,0.2,6.4,1
Graduation,19107.0,1,0,49,2,4,9,10,5,16,2,1,0,3,7,0,0,0,0,0,0,0,44,311,46,1,1,0,0.2,9.2,2
2n Cycle,75484.0,0,1,50,378,97,259,197,194,34,2,7,3,6,4,0,0,0,0,0,0,0,48,696,1159,1,1,0,0.4117647058823529,68.17647058823529,1
Master,70379.0,0,1,84,553,25,142,65,67,8,3,6,3,13,4,0,0,0,0,0,0,0,48,483,860,1,0,0,0.2608695652173913,37.391304347826086,3
Master,79419.0,0,0,96,751,127,687,20,15,31,1,4,6,4,2,0,0,0,0,0,0,0,54,7,1631,0,1,0,0.26666666666666666,108.73333333333333,3
PhD,64014.0,2,1,56,406,0,30,0,0,8,7,8,2,5,7,0,0,0,1,0,0,0,78,19,444,3,1,1,0.5,27.75,4
Graduation,76998.0,0,1,85,1449,89,161,69,35,107,2,11,8,8,6,0,0,1,0,0,0,0,69,534,1910,1,1,1,0.39285714285714285,68.21428571428571,2
Master,49854.0,1,0,63,123,17,171,39,0,30,5,6,2,5,6,0,0,0,0,0,0,0,52,231,380,1,1,0,0.42857142857142855,27.142857142857142,3
PhD,60585.0,1,1,17,267,42,309,55,42,21,10,7,4,9,5,0,0,0,0,0,0,1,53,370,736,2,1,0,0.3333333333333333,35.04761904761905,4
PhD,42873.0,1,1,11,209,0,40,3,2,15,4,6,1,4,8,0,0,0,0,0,0,0,74,524,269,2,0,0,0.5,22.416666666666668,4
Graduation,87679.0,0,0,62,1259,172,815,97,148,33,1,7,11,10,4,1,0,1,1,0,0,1,36,337,2524,0,1,3,0.2413793103448276,87.03448275862068,2
Graduation,57867.0,1,0,48,344,35,178,15,23,17,7,7,2,9,6,0,0,0,0,0,0,0,46,271,612,1,1,0,0.3684210526315789,32.21052631578947,2
Graduation,35765.0,1,0,86,22,3,30,0,5,15,2,2,0,4,6,0,0,0,0,0,0,0,34,200,75,1,1,0,0.2857142857142857,10.714285714285714,2
Graduation,65492.0,0,0,73,247,161,295,210,85,47,2,4,7,13,2,0,0,0,0,0,0,0,65,154,1045,0,1,0,0.16,41.8,2
Graduation,32952.0,1,0,36,38,0,12,3,1,1,1,2,0,3,7,0,0,0,0,0,0,0,47,210,55,1,0,0,0.3333333333333333,9.166666666666666,2
PhD,53374.0,0,1,34,896,10,101,13,10,34,6,4,2,9,9,1,0,0,0,0,0,1,55,682,1064,1,1,1,0.25,66.5,4
Graduation,71706.0,0,1,16,931,56,253,91,98,14,4,9,5,7,5,0,0,0,0,0,0,0,65,593,1443,1,1,0,0.4090909090909091,65.5909090909091,2
Graduation,68487.0,0,0,48,758,12,385,33,89,89,1,9,7,13,4,0,0,0,0,0,0,0,36,532,1366,0,1,0,0.3,45.53333333333333,2
Master,53253.0,1,1,61,216,9,57,20,9,125,7,4,3,5,5,0,0,0,0,0,0,0,49,503,436,2,1,0,0.3076923076923077,33.53846153846154,3
2n Cycle,31163.0,1,0,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0,51,136,38,1,0,0,0.2,7.6,1
Graduation,42014.0,1,0,56,244,15,108,4,15,50,6,7,1,6,8,0,0,0,0,0,0,1,47,681,436,1,1,0,0.4666666666666667,29.066666666666666,2
Master,54108.0,1,1,74,539,6,91,8,6,97,13,8,2,9,8,0,0,0,0,0,0,0,51,601,747,2,1,0,0.4,37.35,3
PhD,49667.0,0,0,35,1181,26,120,17,13,39,2,5,10,5,8,1,0,0,0,0,0,1,69,678,1396,0,0,1,0.23809523809523808,66.47619047619048,4
Master,63206.0,0,0,65,750,8,125,11,8,26,1,4,3,6,2,0,0,1,0,0,0,0,50,101,928,0,1,1,0.2857142857142857,66.28571428571429,3
Master,57136.0,1,1,48,306,5,109,21,109,92,9,5,2,10,6,0,0,0,0,0,0,0,52,355,642,2,1,0,0.2777777777777778,35.666666666666664,3
2n Cycle,46772.0,0,1,88,350,104,189,197,151,57,6,11,8,5,8,1,0,0,0,0,0,0,49,599,1048,1,1,1,0.44,41.92,1
PhD,78931.0,0,0,19,331,197,170,58,152,35,1,2,8,13,1,0,0,0,0,0,0,0,53,247,943,0,1,0,0.08333333333333333,39.291666666666664,4
Graduation,53977.0,0,1,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,66,386,907,1,1,0,0.21739130434782608,39.43478260869565,2
Graduation,84219.0,0,0,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,36,147,1198,0,1,0,0.16666666666666666,66.55555555555556,2
Master,46098.0,1,1,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,0,49,680,120,2,0,0,0.375,15.0,3
Graduation,73538.0,0,1,92,811,76,428,99,137,107,3,10,4,9,7,0,0,0,0,0,0,0,59,581,1658,1,1,0,0.4166666666666667,69.08333333333333,2
Graduation,79529.0,0,0,1,423,42,706,73,197,197,1,4,8,9,2,0,0,0,0,0,0,0,38,63,1638,0,1,0,0.18181818181818182,74.45454545454545,2
2n Cycle,20981.0,0,0,14,2,12,10,6,13,30,1,3,1,2,8,0,0,0,0,0,0,1,47,425,73,0,1,0,0.42857142857142855,10.428571428571429,1
Graduation,51766.0,1,0,74,60,51,87,6,20,51,2,4,2,4,5,0,0,0,0,0,0,0,44,110,275,1,0,0,0.36363636363636365,25.0,2
Graduation,55759.0,0,1,84,675,0,85,10,7,77,5,10,3,8,8,0,0,0,0,0,0,0,62,578,854,1,1,0,0.45454545454545453,38.81818181818182,2
Graduation,33039.0,1,0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,46,293,78,1,1,0,0.2857142857142857,11.142857142857142,2
Master,37787.0,1,0,50,40,1,40,4,3,18,1,3,0,3,8,0,0,0,0,0,0,0,52,282,106,1,1,0,0.42857142857142855,15.142857142857142,3
Graduation,27242.0,1,0,2,3,17,26,20,1,39,2,2,0,3,9,0,0,0,0,0,0,1,54,595,106,1,0,0,0.3333333333333333,17.666666666666668,2
PhD,87188.0,0,0,73,910,111,724,49,74,55,1,10,2,6,3,0,0,0,0,0,0,1,41,391,1923,0,0,0,0.5263157894736842,101.21052631578948,4
Graduation,69930.0,0,0,21,252,98,827,219,70,196,1,4,5,12,3,0,0,0,0,0,0,0,53,399,1662,0,1,0,0.18181818181818182,75.54545454545455,2
